id,customerId,transDate,amount
719,553,2014-10-11,47.38
720,881,2010-08-14,11.2
721,441,2015-06-26,55.64
722,728,2010-06-11,13.25
723,719,2020-08-14,43.08
724,86,2014-03-24,22.92
725,521,2012-10-01,18.37
726,612,2010-02-11,27.67
727,945,2013-06-23,71.56
728,856,2011-11-13,65.7
729,924,2010-04-18,55.21
730,530,2011-07-09,55.69
731,200,2011-11-28,51.88
732,177,2012-06-15,33.07
733,765,2016-08-03,92.15
734,891,2020-05-22,93.23
735,330,2020-12-23,39.45
736,803,2017-08-12,100.04
737,520,2015-04-29,72.13
738,538,2019-03-18,62.42
739,929,2020-02-10,93.86
740,715,2015-10-23,85.45
741,244,2014-07-28,93.5
742,743,2015-08-18,79.69
743,625,2016-08-30,67.71
744,41,2013-05-09,57.98
745,153,2019-03-08,8.53
746,253,2013-11-12,27.55
747,996,2010-07-22,49.3
748,566,2015-12-08,29.68
749,358,2020-07-28,66.48
750,155,2017-08-10,91.01
751,778,2019-04-11,59.91
752,900,2018-03-25,30.79
753,129,2010-09-13,27.44
754,501,2015-11-01,7.61
755,568,2017-04-18,99.4
756,498,2020-09-17,23.27
757,179,2014-09-05,17.05
758,101,2013-04-15,17.94
759,422,2010-10-17,28.25
760,174,2014-09-30,92.14
761,355,2018-02-09,89.54
762,897,2020-01-07,20.96
763,536,2015-02-04,58.54
764,992,2015-06-07,28.28
765,165,2014-03-19,75.86
766,637,2017-05-28,72.98
767,574,2014-07-27,35.79
768,373,2013-12-19,7.18
769,605,2019-01-08,36.69
770,234,2018-10-16,88.84
771,997,2020-01-27,1.52
772,418,2017-05-17,60.21
773,469,2010-08-08,35.4
774,698,2010-02-07,69.52
775,201,2015-04-16,27.54
776,921,2013-07-16,62.66
777,180,2012-12-10,70.24
778,264,2017-07-16,27.34
779,688,2018-06-30,89.64
780,645,2015-01-28,31.4
781,551,2014-03-09,12.69
782,891,2015-08-25,19.68
783,879,2012-10-21,96.71
784,838,2013-08-10,38.26
785,286,2012-10-30,64.27
786,921,2011-12-04,19.96
787,197,2016-10-12,28.94
788,692,2019-03-27,39.6
789,965,2014-08-28,79.49
790,705,2014-02-06,34.94
791,687,2019-10-09,5.79
792,866,2016-12-05,72.6
793,390,2014-03-13,89.57
794,13,2016-01-24,9.95
795,756,2018-09-26,56.05
796,590,2011-08-15,58.65
797,425,2012-06-05,36.51
798,938,2019-01-01,42.55
799,19,2015-11-28,81.98
800,125,2011-03-17,12.87
801,365,2020-09-09,63.65
802,447,2015-03-09,13.16
803,380,2011-11-23,37.44
804,719,2018-11-20,96.3
805,536,2015-02-10,66.34
806,425,2014-04-23,10.28
807,795,2012-05-31,30.34
808,515,2011-02-11,24.93
809,389,2011-04-16,10.24
810,788,2014-12-25,14.5
811,701,2013-01-10,4.35
812,597,2014-04-09,4.23
813,133,2010-12-19,8.64
814,568,2020-05-29,73.88
815,802,2017-10-19,85.92
816,425,2015-10-22,1.2
817,294,2015-04-20,64.3
818,870,2012-08-05,63.54
819,481,2014-03-19,25.67
820,760,2011-07-06,1.49
821,18,2011-05-26,53.15
822,949,2016-09-06,82.16
823,425,2016-07-26,94.19
824,741,2010-05-24,88.21
825,682,2013-12-11,96.06
826,870,2010-02-12,94.96
827,171,2011-11-27,88.66
828,523,2011-10-28,39.93
829,582,2010-03-27,7.11
830,816,2015-03-03,58.65
831,799,2020-03-18,87.6
832,879,2016-08-16,87.94
833,914,2010-11-27,63.28
834,130,2014-04-12,17.43
835,84,2018-02-02,43.4
836,4,2014-02-23,46.24
837,52,2012-10-26,69.55
838,939,2013-12-29,99.4
839,757,2020-07-08,40.9
840,957,2015-01-19,50.35
841,123,2010-03-20,95.83
842,453,2020-06-11,74.52
843,456,2011-12-23,90.1
844,133,2015-12-27,9.36
845,553,2011-03-01,17.81
846,827,2016-07-15,59.84
847,79,2019-12-23,25.41
848,922,2016-07-29,10.4
849,431,2010-01-04,14.66
850,548,2010-10-29,47.02
851,608,2015-04-18,14.75
852,427,2018-01-23,88.13
853,4,2011-06-01,6.11
854,248,2019-03-21,10.82
855,107,2018-09-22,86.53
856,954,2018-12-05,60.83
857,285,2016-10-28,18.86
858,511,2013-04-20,94.7
859,894,2013-04-12,100.32
860,911,2013-01-07,78.9
861,704,2016-09-02,67.02
862,66,2014-09-29,17.89
863,930,2012-04-17,61.9
864,824,2010-01-29,16.24
865,719,2013-05-05,78.91
866,479,2020-07-02,23.45
867,32,2012-07-31,75.47
868,528,2018-05-10,4.74
869,11,2015-09-30,2.4
870,33,2013-06-09,20.15
871,975,2015-08-28,48.82
872,733,2019-02-16,65.18
873,615,2011-11-10,30.59
874,680,2012-09-16,32.26
875,620,2010-03-24,56.15
876,660,2013-11-22,77.03
877,69,2010-06-25,11.1
878,101,2019-12-17,15.64
879,667,2012-03-14,11.7
880,418,2012-04-14,76.1
881,387,2016-08-13,78.15
882,737,2017-01-30,63.08
883,522,2019-08-29,12.33
884,516,2018-10-08,62.25
885,161,2015-10-18,42.56
886,689,2011-01-24,13.79
887,803,2019-06-11,75.28
888,843,2016-09-14,41.03
889,64,2015-07-10,94.51
890,551,2016-04-21,84.18
891,550,2012-12-04,50.61
892,309,2018-05-22,14.57
893,155,2016-12-28,26.58
894,243,2018-12-02,78.0
895,34,2012-07-28,92.44
896,806,2013-09-01,12.49
897,219,2010-04-06,72.48
898,190,2013-02-27,77.31
899,852,2017-12-08,6.96
900,555,2012-05-19,60.86
901,886,2018-09-29,42.75
902,455,2014-09-11,9.42
903,536,2020-04-01,36.47
904,990,2011-01-26,1.8599999999999999
905,922,2010-09-02,18.35
906,327,2017-12-07,93.8
907,75,2010-05-17,45.12
908,504,2014-07-20,62.95
909,80,2010-08-12,88.5
910,693,2010-06-02,44.77
911,404,2013-05-23,2.63
912,241,2013-04-09,99.9
913,107,2015-07-26,8.4
914,467,2015-03-19,100.84
915,222,2017-10-26,74.14
916,5,2018-01-23,93.66
917,757,2019-08-05,22.98
918,156,2011-02-24,23.56
919,755,2010-05-10,30.51
920,364,2012-11-26,22.33
921,725,2012-06-23,2.48
922,187,2010-11-25,35.62
923,937,2010-11-10,23.32
924,615,2010-08-16,98.27
925,778,2015-04-16,46.71
926,588,2015-04-10,40.24
927,636,2020-05-30,64.73
928,456,2016-12-31,16.15
929,77,2012-01-10,2.69
