id,customerName,customerAddr,effectiveDate,mktSegment,status
35,a080de09263727ea35a507a03f9651c4,7197b8f6744b6419d9b752e56404fc18,2013-10-25,9,1
36,352065be34b9dbf2d4b453468c428ffa,4908ae9acca41911c4321e07f13f0f52,2012-07-06,10,1
37,32a25e61cbb0eb5cfddcf92c4a598ab9,829e005c572f00ce48e8dd1291081e66,2010-11-22,7,1
38,fc1d878afc7ea5455f24d4c6b0de3989,bbaccfb0cf284544e045f3a6aecc7a41,2017-04-08,5,1
39,70e9594388d7acc806c2023d8bd6aaad,40b149ab67e70fe0f7ff7466db58f638,2015-12-05,9,1
40,0ad547ac4a59587763638e8b5bea2375,083c58acaf22a710d68507d3b41034f9,2017-11-26,4,1
41,6e14e85fa3ebb1915be9b3a6c9acc467,a6b19e643c5382ffa7bf01dd37d8d34f,2017-04-14,3,0
42,6cdd0dff289c085e12e7ceee8837f4f7,fabdd3f78ec9fcdd63b6534aade9188a,2019-09-14,8,1
43,443d47e708ed1fb9d9125e2dba45b086,5b96f9529149f2165770cb562a5767f7,2019-04-29,3,0
44,b2ca7773a5e9658355d954c532583cc3,b17c580f18afb6a9f5fa7abc44c401e5,2012-12-11,6,1
45,d1dafe3c3605c6a7d6390967949e979a,150f8c7d9bccb92f1a33e527f0bcfb99,2016-11-14,10,1
46,313948addaf27780ae7f1f2e56057600,4c9108571f8a538fdf5bf1147201bb37,2014-03-21,4,1
47,61161405f7dc235c76a8d16fd2ae72fb,8e2992203dff507622b4a861a06f51a9,2015-10-06,9,1
48,ba8d0d32cada927a44f6a5c77f365d5a,764d71aac7d85b82ebbb0dcc716445f5,2011-07-09,2,0
49,a965917feb819f4658e950d5ab722fb5,869a5d88b3eaffb2a588d534098cfa1b,2010-05-12,5,1
50,8e4e3cdc25af6eb48241a430430ebafb,8e82b32f68f6707211600e7bda394654,2015-04-10,7,1
51,85603618f2d1cb088a1339a01b73b5d9,fbef065a0d9b4fde192fd15aead36daf,2016-12-13,9,1
52,b9e28821bfc9479368e3ba07b3ce4a76,086efd4d304400995d519688063914e7,2019-04-14,2,1
53,65263207f43fb747863756108f50a659,3c5e8543c30c4d23dc4c2f7337942c44,2020-03-13,4,1
54,3aa00f2e86acd7f39167ace9dd81a7b1,34eabafea258917031d3e2984f9f890c,2014-11-26,3,1
55,1d39b92cef0a6eaa588af3e6144769e6,f07fe2f392acc6d6625a6f907437955c,2019-07-09,7,1
56,0fa862d440192a2c009fca050c7c5b29,6e7348bc543c83da763050ae280fafad,2011-12-11,9,0
57,31594fe3be71e1a1ae845d1514f99137,d7bab35fa882fe8cd4c1ef48f1cc7823,2014-03-16,3,1
58,10418ae02723b3e50d7cc62d035c004f,1d9a3ec822e129b7bc40e72fa5add19c,2015-08-13,6,1
59,43ed93b0d307a6edee1125f332677f69,417e98ebb378dfb81e11d8e40f893117,2013-10-21,10,1
60,59c4d1ebc36015577612f3a46029b4d5,fedf815348cb54a0739e6b8f87f9765f,2010-03-17,5,0
61,4ae032bffce4c0a07e21b4dca8dd9f89,25ce6df35c4255af1b1cb87e8eeaa230,2019-09-12,6,1
62,ad6bdb1a1c07843c2adc679ddc073b11,d00835f80d515588d4e2712bda459840,2015-09-03,3,1
63,46448d121415564ff6189135c384977e,964e9fbce05f13a621ff0b3300f76745,2016-12-16,2,1
64,5dd628fb484ef9cb6ad7f7a39c5054de,413c14a54f847c47138b709130494184,2011-02-09,4,1
65,44e9154422412fffc4675c3ba028bb89,b29c40d91ffb707b45aceed88cff095c,2018-11-13,1,1
66,cebd4f720caf125386ab68a71dc4440e,43983b1e20a583310f21fa7f896960e3,2019-12-30,7,1
67,81bb64d9da8190f4038ebd603511a934,039e1f937e996d13a5759c0ae3dcdd43,2016-05-16,8,1
68,c29829799be7c8a46641551ad69f1f36,13c5325305e189c3723721376e765354,2014-03-25,6,1
69,b243d4c30a04585dfc557ad6df2ef0fb,acd2c32ccd53565bd52aec4131da2a01,2011-05-05,7,1
70,2d639200f8410281c17be1c4276da648,f6291695c2cdaa2bd4ef49d4952e991e,2013-10-26,10,1
71,7a5beb523667f0b89767dc4c1d441643,728f0a2c4ec92fad2c539085b1cc9078,2017-03-29,4,0
72,56dd98e6e0af868d3a388a36991c4fed,f0116db67382b5d1aef85654c777c60e,2012-09-29,6,1
73,3b01452de3aed059b3c551475853081e,4f0d158a57c888c0093ca821a25b2a5b,2013-05-12,4,1
74,652c8819020e6478737eb09a402d48b3,3248d2366343263375b94e4124763536,2013-08-10,10,1
75,a737167eb8f16176668e1fee932de068,9ff73010102d9244e095c5d242563478,2017-10-27,7,1
76,18cf74a61bfef3aa8ecfeba5078c84be,87c543dc1f50e659b5a76fea0f9b33e0,2012-10-12,4,0
77,15e321c10035eda6861bb059f08df7ba,f9d8f96bd264aec21aa1965c9b343ff9,2020-10-15,6,1
78,cc5dab98a229aaeb0871c4a33606b1eb,7b0117726bf4a2118020e3677c11f4c2,2018-04-30,5,1
79,2923712e01976d069ea4be5102b0bc02,cd633d15cf473300a898903e411df90d,2017-04-02,3,1
80,165c3976a968c94bf88b3743cda249dd,c2d220161c25ba87c5688debfb00960a,2010-04-13,10,1
81,b4cbcdbee8a41f17868850876012e432,13cf321a0358f74c66555d4dc78f1c1b,2019-02-19,3,0
82,ebc58a69c85a374dc8e8d2d974d927f9,250321de6957827217105dad57d64169,2014-03-03,4,1
83,932ed0d51b244a11aace3d2448c2bbb0,26ef195d3564a8ce55b1b43b44c0fa0f,2013-08-16,4,1
84,a2e2dd5eea47b56ca56bb21431212d7b,16ce59f5c9a586fdcafb49393cfaebd3,2013-08-02,4,1
85,888dfabe47e5ff9356d02465ffd2c86f,94a235d5afdbd847904d1d789f4db6e3,2017-05-29,2,1
86,c2ba5ca0976400012c8477ae5aef8b34,d4c9cd72d40c64aa39070a1f1c503e4b,2020-03-25,1,1
87,d2e8de7ed94d4ee3c8d29c047337e928,ef08827b7f5fec42a8d1582ba0e9545e,2012-10-12,1,1
88,1123e81a3f5d9157f727da81257b9b47,2558554c9b19bf7f038bb8dc8bf20680,2017-10-28,10,1
89,2acf9accdd3458939a6c67a6424d2244,477ff095046f774c60612a9bfbbfd001,2012-04-24,5,1
90,0872f1bf243ff24d73a23cdd3940b74f,f4401a2d879e1df98ab1a4745f186a32,2011-05-14,2,1
91,2f3c5d1e880a1532e86939e274ecdb65,1795916e8f9090c8282a77bcbd6d4c70,2020-05-06,9,0
92,85734735dd77e606361cf48fd42d9fb9,12231cec697f63d2eb43eab745c36a35,2016-06-03,10,0
93,5825e757da2d78e096af83583d45eef2,834d92b4fd664b9b7cab23a398f5779b,2014-03-03,4,1
94,9230c87f883f8e8fa344b1c49167151a,ddd19a7d3f01741ee419351201bbe427,2014-08-22,7,1
95,07562d1fbe815d58ce41accb59dbfe16,03d4d2265c8dfbe490e048cea583ccae,2018-10-14,3,1
96,12fe4006c75f5e1d1efc66d4c1319021,6d0477e6e88ba780930d1904073a73d8,2019-02-11,8,0
97,9c116204080c9b0d79a2bc4557cd7528,f56bb2c8b24f1883a9fa6b51cb0b44b7,2013-09-04,4,1
98,a0afa74eedadd96221c450a99b07de5a,17c3be1accdea0fff45782d383016b21,2014-10-26,1,1
99,bc28187ff95b2431b6adea9d2023dc16,15e06ed5efdd3b14028a38b9681c7db5,2014-06-04,3,1
100,f735336e3dcc7c02ba3e930d20dd83a0,f1cb6bbfd19204782b4b32582dcbae2a,2016-05-31,4,0
101,d4937b750d8dc766ca591fc76da2241e,eecdcd0f82b57918998f1b9c67cb2603,2013-11-09,1,1
102,9ad4eedd17b97906c5ea6eca9b88df78,d926eacbaa4401a21c08072d281a9c56,2012-03-03,8,1
103,1a5d3e6ed73efbbd7c9348d5e89edcef,5b0c370f7c7a4631e153e94b58db8ce2,2019-12-03,3,0
104,ba5dda790f0926945e831d0625179fe5,74b8cd8231dc60640fb2d3d91bf172e8,2018-03-09,4,1
105,0e0187626a1c5394530759dc36a8f23b,3fa34b1743041d18346770ea536dcc34,2018-08-17,10,1
106,16a71f365876412ad2945929e3ea0091,582635cd793ea6102db7cff22a0aea12,2010-11-19,6,0
107,c20e30488cbf42a9a038e7ddc32e3195,c7c121a904108502da6b603185425a51,2019-01-16,9,1
108,9b840480881ce0c7579ea9a634e74c2c,4c998cc144f17351554cc59fd3daa567,2019-11-06,3,1
109,78e18e83d1870a8802033d9cb677bd51,6212634f9bd5baada7e6195759605967,2010-01-09,8,1
110,c3a0ce8d59f7ea4f85fc079b49ffdd3a,58e5a8d620603eeb615717b1815ff1bf,2014-12-25,4,0
111,187cc8734a9c19e6d5c7e68888485695,0b8b59515dbc03ae25d8dae541d3ae9e,2012-01-13,6,1
112,fccdd7d5d9495bbde5262864b7dc3a5b,904c119dac29c15751c14be96c192a03,2010-03-11,7,1
113,25950057e4be0ce05d2a3f34f402a561,2f04d79bed2a7d86d3812822338a0bad,2020-11-26,10,0
114,b793cfc10167efc923355747ea38bdef,87f3bb4f29d76508680da89a846969eb,2014-11-04,7,1
115,9eee3909317c5f8c3d7c01933d4c7112,409123cda7d719cab9be49c003bb10ac,2015-01-10,2,1
116,6890912c86c979285a74d5c37e0df06f,dc01b6150d7978be0983cd3022a346ab,2015-12-23,9,0
117,38a4abd1c5616e4525b066b6a711b9d5,50fdbac63041dda92d755a3d7261f698,2018-08-28,9,1
118,559e5d5b7c14f78af9bb0542e2804695,3b7b6d945c183a89f416b7f832980699,2018-11-15,1,1
119,cc35ebbf76369d56e19b175d9e60894d,42fb93c262954cc0165db2fe6e22ca33,2014-03-23,6,1
120,88a32c1bffc893f3b896aaa10d3e62d2,5272983ac7a081e80bf0d3b768bd45f8,2018-04-25,9,0
121,9635bdba89cf82ed7c6781fcf831aac8,82e760f5d5a1a05d061fd1de4eb984d6,2011-11-15,4,1
122,dbe6e7a0c1ee8b3d4912dc5ab4e015ca,0e5607edc5c2ff8b37dddb0401d86dc2,2014-01-10,9,0
123,376e12862e3521b3bd769d6be441a465,420ecb0b81e6a4e3090a7a015ff89103,2020-07-04,6,1
124,71a0dfdc1cfe86531b6251b31c784af5,7cb0f9df42bdde9d86334b6e806112b5,2017-09-24,1,1
125,2f245eae00478999d085b087b98cf3d6,e9ec50c6614bb4a95203f96bbbe2bcd3,2014-11-27,4,1
126,9c2f96879d538978e75ef347cc221246,962ea3b261c839e7f97e0b9f1ed0991d,2013-08-10,10,1
127,d083df09b94cb5fde7bae294239d01ed,806a0b884622621efe968d75bd1708a2,2017-07-15,8,1
128,ad85de5057790650c53fb2ec505d4803,f54fabe3703c94fd4d58e28d40e115b1,2010-08-04,7,1
129,e5903282298dcb84d036e90ca41aab76,91623609bde32150d2b45087ede60005,2013-02-12,5,0
130,1afa90cf69c59fb7b1eadb225d722487,b53c267291827d4b589d4ab40ca1409e,2017-01-01,1,1
131,82f2c89d6ec6f9e5b3f7a8e5ce665eac,6302ab88a1f0d49c6a67982218cb1be5,2013-11-06,7,0
132,5183a3bfac8cca8ca295a31cf8e885a2,a7611dc3b1a150b260c0ac8efceb7699,2011-01-21,5,1
133,a8494a194fa77a6a9bf2944246ba4c51,5047db9ec0fe1d86b07ae526a0f85021,2017-12-29,3,0
134,e1e40ec97fd863b2ad5423d0e4a57e1f,ecce2e7faa577f849fe10a071e5fe2b1,2019-05-30,8,0
135,ffceb0342698e3aa111ecff915d69fde,ed1c202d0804b399ddb87ccebf9e57ab,2015-10-08,5,0
136,fd91cbdaec4b195565cddd397fc7e226,ee94738514cd0563d5ac8a47482b9049,2011-09-01,3,0
137,708d5c0400dd2c3eb9fbd03d493b5075,afa6cc25e7803a803b0d296a9d76a4eb,2016-01-22,9,1
138,7152eee601e70c03497b8596ef27f0c3,eb14ae6f08acd69c6f69f990c3dd48fe,2010-01-12,3,1
139,27f7631aa0f394f10b73bca6296677d3,a08aeb5e9c9a04c4ec96e1d1004df99a,2010-06-14,7,1
140,c3a49b83f960fcb9957fad6b73d8c538,6123193e0dc26d339493fc43ac6882e3,2012-07-24,4,0
141,00d2a4041330573ce2cd87e8463d9f3d,dd9d69a1a296d25564d9ca8d3834f650,2012-08-05,7,1
142,3bcee815869509436791187cf5e628ea,253002f5a678baa77dbc8e86f7560870,2016-02-13,1,1
143,0b36a4116e72cede3f5828c3d633501c,24b50d0d1b5193844905565ae4b5ae39,2016-09-27,9,0
144,bce6c6dfb37575af7c66d454a0cfd198,f9298096fe96164bb2139aaaf795d753,2015-11-14,5,1
145,6aa09488cb18ff5fbc65b77f9391bfe3,11906e76627efabd5b44f544e68b81d6,2014-05-06,7,1
146,70e69dd89d636d7aa76bef504a58c06c,269480a9f0e9e1c77f7ff5dcff1558ee,2018-12-03,2,1
147,9dd5524e25d1d908dffd635a3322ef61,f5a5a344c2b18e7bc596017efd2e39cd,2018-08-20,10,1
148,525274235a263c64f78ce9786686632c,a2bdb160f51a51733ee4ee2b0ec04f63,2019-04-21,1,1
149,2fc53df3e92af2e2727f7de49ef36aea,5b0580cddaeac8c2091fd1bb8137fe14,2013-02-06,1,0
150,92734a39c0daeff2ab82193df6d64208,65eed52e8a142b4d0cd998d42708b949,2010-07-23,10,1
151,2a25b94bc1bf2d65e87d78eb0a21357e,16a9690f3f862d5f4509f9ab788cbdaf,2013-09-23,3,1
152,dfe7f1a6584e13b5f74cb9e900e7955a,140b17fb9bdc0018b6186b7b28dae862,2018-01-23,9,1
153,c32e8547ed152a74a272093c0dd2935d,a58404a1ec9305f68bf1dce446b0c453,2012-04-28,7,1
154,cfbfc0756e1ff6b1339ea05e40d1ae1e,26bcbcf567ab6d01a791a4fe8aa02093,2011-02-12,3,0
155,fd144cc781d198dfd24bb9034e8efd25,efcf9e510f42ed4221378fc0f28ba04c,2013-03-20,7,1
156,e3523c135877c8fe8a97b1896b4bd4f8,692186dbb1880730e15b96ce7094c6d8,2012-06-13,7,1
157,445f3f5ab64f813d6cf7bf17afdc904a,4b3eac546222890cb6dbb28c94083517,2012-10-30,6,1
158,9e6252a2ae4fd0ce8a5438250e8bdeff,34a3e6b56ae50af7274c6a0981ab4e2b,2016-05-05,8,1
159,b01ee6687f2f209d9b895d599908f3ce,6aafe8844563f4d1c952cca7088e822f,2011-03-28,1,1
160,d283c33f886d96b038e011e6e182b2fd,055bf0a75988b92246ebe23538e8b941,2019-05-06,3,1
161,85d6bcf37987050bcad0ad2f833e2de7,ed9f05b646b5c234dee3df4f3e20a831,2019-01-10,1,1
162,63298421f15b5b2344a87d77d5a70845,cdc4f48353e343b60a9a4311a3a52a0f,2020-02-29,7,1
163,335db013f13c491f1e9afbd346a271ea,fc8d9f7f5c689dbd54298b224b6381c4,2020-08-27,3,1
164,9d9feea53f21d8ab39b2e6d0c0fd9fce,0cf49c74dadbbf3acfddef0f87124751,2020-12-21,5,1
165,7263fc176a7ae58608f1d29f46cfac8e,1df5c37b2bfc2c67eebaeb9814cfdee5,2020-11-12,7,0
166,eed34d29dd87fb015b081832dd115e54,6ffae293b9141e490c5e90cca18482a3,2015-07-01,9,1
167,84e4b63788f8537901593366db14498d,5460fda2db1ae0feb22d4f2c28594d89,2012-03-13,2,1
168,5ad8b7d5a8772dbd1ea6fdaa58daee05,4a60a2faa7484e7fca68798f18d0d1b8,2020-10-30,1,1
169,b5b9f3b900412a528947159864469567,d356c404df49eb85e17cee34c1b72885,2010-09-17,10,1
170,b9d6c18c748132f19952c4d1a67568ab,c6c1d657aecda41e26ae1e9ce7c9e3c2,2017-02-06,9,1
171,90e5f1f84375183ad63d18e1f0a5de04,b20f132e993ba68d1c1cf0d923caf44a,2010-04-01,5,1
172,aaec0d7c7fe0e6a9a62aeb1c6085b3bc,05b0a3f32d423c81735bc408b8408a03,2020-03-03,9,1
173,696d1bb9bb1b2a110636d393e8536f7e,34597fed00943866d57669f460a74796,2017-11-28,2,1
174,40008d166898a037360b260a99c566ec,11bf9a6c12101c371fdbac05790104ff,2016-05-24,8,1
175,c465344d1bd1fccfefe7dbb9e7302c41,bcf48005a26e9645ef7cf4a02b3ca726,2017-09-08,10,1
176,6534bf246cb099da7753e08fe1cbb5f8,a55440abfcea2ac55e364efcbd0e2b20,2010-03-23,5,1
177,815ea853a7cbb5512e985ff5eee3ead5,726f28a8cdea919add10e71a581e082e,2019-04-08,4,1
178,525ef1e849a026a640dd9310433f461b,592c4d184a38efe0f2f3626ef6865e8d,2019-07-05,7,1
179,787b31f69b6164767e869aca45d4ae87,f9cb418d76d9d330562a9d45d4e44867,2011-09-20,1,1
180,33901431b6053d64e660212bbf9fb6c4,2609d6d63bc85652f4345eb1b2137516,2017-01-24,4,0
181,1da05441fbe2972ba0ae26a637d3359e,5c818edc87259e77c5c34570fdbdae90,2020-11-20,3,1
182,a5d1057ca2fcbc0bdba4b38fdc0faaf0,fab8edaf6ba4d359dec51a70bb23886f,2013-04-04,6,1
183,66bbea467032e804f7c3993866c0d12f,914133fe2030c438e70f8390e18ea12e,2012-12-13,8,1
184,38594b5541cd9556025890fc455152b5,316fc8f3cf03ea6e6cb6edf0f98cddb1,2013-10-06,2,1
185,981f9659629bc0e45a2643fbb22f0890,d43423cba39d6609a4604e26c2cb358e,2010-12-14,6,1
186,883da361f372d211a61af7dae26e3c6d,f301659b5be299aa63bdd00254357179,2018-06-08,8,1
187,0543de0667ae7aef4d60e2a65a6e5153,ac30b2a847ed018442430f09328b2dab,2016-10-02,9,1
188,034bcbd62121aa2c2a5119638caf34a7,36a1b38376473b5f13b8a6a3673b40d9,2016-01-05,8,1
189,7abf9fb236a836c9fd3cc790aa885660,60473c6fc1b0c06c4b06487f3c5f674a,2014-05-06,7,1
190,9fddd52b56da16a5af127feda17c2ad3,2fb0136465a70c90f967205a2a4bf4a4,2017-05-27,4,1
191,be0b0b553cc873f213cfb9be7695cd15,2656cc4140b630992af5e942a1467e0c,2019-11-11,2,1
192,f53606cc8105ef56e2a81a6742fd7a61,11c4b3be38824fa89e02d4271a7ca9d8,2010-06-03,1,1
193,524e8d684bee8bf720df0431cfd19041,e295d96fda08207facba1aa928cc863e,2018-10-12,10,1
194,a38e07552c55d19e6d06b6048505d34e,68f71db08e5ce92171f0727f54f10a65,2016-05-18,3,1
195,c0c12476327626c0b72443e7acd9e3c9,41274303f9becf59615494d546883644,2020-02-21,3,0
196,abf0644d943e209537b741bb3ee0c729,0b80f5ba269369acfaf79b01be1708e4,2019-06-08,3,1
197,44773aaf1384fb3bd761b4def3892902,435056567adb51f20822ca49eb0a2b84,2010-11-14,8,1
198,df4bf3a06991f8d40585f7841cec77d8,abc9774f4c3c1cc99770ec30d45fe544,2012-07-26,5,1
199,0a14e185cca489bbd67ef3287fc1afbe,185cad3755efa3215b8704cd4b77c51b,2012-03-30,1,1
200,a7b102fb154c07af45337c0263406ede,4071f211346f356e4ed5354edfef516e,2012-11-09,9,1
201,69edef6b7222fed37ed4895b3149696d,ab90dd4dfd4153144c6c063189eb3a49,2015-08-05,8,1
202,3f889984786a97ab7cc1a9627a55774b,1e703372f7432bded876fa45c0b5f4c4,2011-09-02,3,1
203,1a2b273b9be78fb65425b81a6b9155ed,10af935bf070fb93341163f392f35dcb,2013-08-21,7,1
204,98fd3a73ebe60a5012e3561ebe84964a,27378457ad6d42e09b18a87528bb89b5,2019-03-24,4,1
205,94f468ebd858e502012febbe3670abb7,6d1187db5b573a32383e22520cabbf82,2015-09-18,2,1
206,0a2a183cfdb0270eeb49e7cdfa434f98,59175e1d6aae0459c3f686db20b53d3d,2013-11-24,1,1
207,8e4bba8b4dd9b4dd9c9081ad4b7dcffa,9bf88555efaf78f03b8c4f1c76937e92,2016-04-16,2,1
208,eb85ea375ecf816da9dc91ebf8d53fef,a41ff35ffe03dfeb13c52987e1ecb079,2012-03-17,10,0
209,88e4aac0a9fe242f647cb4ba7469dcb0,4f8983492feff91a109a30ca8ce3d0b4,2017-05-10,6,1
210,3e16215fe0bd8bedb2003bba166a26d6,7a2f36c465be5536a1d2b6d5bce56261,2011-05-25,2,1
211,c24892395a14d693776102178ef321ee,8c3b5d28b5bf954cedc1b9551a969dc6,2018-06-20,2,0
212,7b9d4ec128a52dc2de497e16a422faff,83a92d7389068cc67ea350096b52d1ca,2012-04-30,6,0
213,1d8f4a23e39e7add035c561831cd5845,a4d03acf2409ab00ddb81fafe4ef1cd8,2017-03-10,10,1
214,908a78c5edd5c5c7edf1babff42e8d98,01fca7fc3e4fb01fe6b89b912b2f365c,2012-02-23,8,1
215,53dcf8d0febb8e2d92f707df59130463,f3d1570b2c96fdb5a387296a217e8640,2011-12-16,7,1
216,27084296cf9e395e596aeead657ecc41,d103b6f2785d549ef0adbe7f77d91a80,2018-07-06,5,1
217,fcbd929ca7c23e972a77ea18f019432f,8f6574e5bcda87994dd2ff25462a72ac,2016-06-22,9,1
218,7acade28d770ec924086c075e2e6a857,9b8cf4312c32cf1017a21c52311d193b,2019-01-27,1,1
219,ccb7f30a27de61b0d2118f0b35a73af7,95394d44c112d6403168facb56969fd2,2013-02-11,5,1
220,9aa9595e8a6180622addffef79984451,3466caf37410882ec203a340f2f2b49e,2014-08-01,10,1
221,d7ccd0d04d2f0f6155e87358ce9eb58a,14662e508c5ccfaa53bb7def88cff7c7,2012-06-16,4,0
222,db457ced6423b50c552048f061caf195,e122091f626e25c80c4d294f802e3f71,2015-02-03,7,1
223,28cc0d713cb8d77fd5e9cead68104e70,d3a3f8d9ff43f5de30f756ed264a483e,2011-02-20,2,1
224,1b43e8ff172079db310d44957717adb5,3b28e647c999fd93e2b65508b3eb2ccf,2013-06-23,1,1
225,074086403e479f1036bd2f567f1c6d12,959d62aff8d8179e725b328780e9f28b,2013-03-29,6,0
226,489390417e7d6cded00c2b6f5dd36d65,e8b212f35fdc43551800addd7ff19dda,2015-05-19,8,1
227,280c0dd9e7078127cbe52fc62991d203,8ccb3fd2e619af039fd91b356ca63686,2016-05-01,6,1
228,4b6ef7b7a9b80f12eb906af577b19cb8,ebd63b565b275fe5d009ec39d1349012,2011-05-07,7,0
229,60ec44830bffcfefc71e4dd304bcecd9,26f1d45a9091fd3535f746138b2ec2ca,2012-08-30,10,1
230,e00974e45995b2d5d53fcfa758693fca,735563a15db0351a2888341b3004937c,2015-07-03,4,1
231,f68ae31a7fb810a2a24769dc420a289c,b10494412eb175f1e6a4f0d37523867a,2013-04-05,8,1
232,1e4c81d8e6e69e2faf448fcc71697dd8,72bb22216efc11c2aa90b0cf04d6fe68,2014-11-22,8,1
233,6c86be80280f260f27b430af33e1bb24,65692fcb692c03766b16b53115319652,2019-10-27,9,1
234,d5e0940e5835ad18facf8e941ede0b9b,f5c37eee994b7089dea0f7b01f098512,2016-12-01,6,1
235,706e4f80cf0c432bffff917cc3dd241f,7952e3c8131423f5686a42127f6f0a85,2010-05-15,6,1
236,73e5789d6ab71b3f7dc7db8abd643cb4,90bafe961335757814c1d67f9c5b8fb6,2011-03-21,8,1
237,523ccb26791d39ad40bc1fdfe49ed02b,a937e1f1b7c107109d04355e0832d1be,2019-08-25,7,0
238,29e852327cad271707a4f0e21c30cfa8,6050b0289d793626796dfbbdecf31275,2012-07-07,3,1
239,1e752c0e061eea7222c2807eb983402c,db5dd47b8c49fa7545d8b77b8a9635e4,2016-12-17,9,1
240,3fd4137fb0c5274a901231ce7aa23dd0,dd3b89c621d03eb00e6827cb74027f17,2020-09-25,9,1
241,f8a4698eed14dd5649b481e83eb0445f,caced7d915e7062a9d1995c9e7a64709,2013-02-18,3,1
242,62482aba7c8ce87cf9f575247aa7d405,97cb36cd627b73bb02094e958f74f26e,2016-12-14,5,1
243,8d1587246da1218e3fe23e492b4ed9c2,805c43c345f9d4d4502ac39e77393978,2018-06-10,7,1
244,18ddd87ffd3ce2af47bb6d5b73fe8be4,935526bb49d7b68cb3f800ee56749157,2019-09-18,10,1
